post_title,post_name,post_excerpt,post_content,post_status,manage_stock,comment_status,regular_price,featured_image,product_gallery
Kuri Kanro2,Kuri-Kanro2,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,100,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Kuri-Kanro2-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Kuri-Kanro2-copy.png
Masago Black,Masago-Black,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Masago-Black-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Masago-Black-copy.png
Masago Green,Masago-Green,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Masago-Green-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Masago-Green-copy.png
Masago Orange,Masago-Orange,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Masago-Orange-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Masago-Orange-copy.png
Masago Red,Masago-Red,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Masago-Red-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Masago-Red-copy.png
Masago Yellow,Masago-Yellow,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Masago-Yellow-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Masago-Yellow-copy.png
Mentai Salad,Mentai-Salad,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Mentai-Salad-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Mentai-Salad-copy.png
Mini Natto,Mini-Natto,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Mini-Natto-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Mini-Natto-copy.png
Nankou Ume Aka  1,Nankou-Ume-Aka--1,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nankou-Ume-Aka--1-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nankou-Ume-Aka--1-copy.png
Nankou Ume Aka,Nankou-Ume-Aka,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,100,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nankou-Ume-Aka-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nankou-Ume-Aka-copy.png
Nankou Ume Shiro  1,Nankou-Ume-Shiro--1,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nankou-Ume-Shiro--1-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nankou-Ume-Shiro--1-copy.png
Naruto Maki,Naruto-Maki,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Naruto-Maki-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Naruto-Maki-copy.png
Nattou,Nattou,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nattou-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nattou-copy.png
Negitoro,Negitoro,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Negitoro.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Negitoro.png
Nikomi Anago,Nikomi-Anago,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nikomi-Anago-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nikomi-Anago-copy.png
Nobashi Ebi,Nobashi-Ebi,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nobashi-Ebi-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nobashi-Ebi-copy.png
Nozawana & Cabbage Wasabi 1,Nozawana-&-Cabbage-Wasabi-1,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nozawana-&-Cabbage-Wasabi-1-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Nozawana-&-Cabbage-Wasabi-1-copy.png
Octopus Leg,Octopus-Leg,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Octopus-Leg-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Octopus-Leg-copy.png
Ogura An,Ogura-An,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,100,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Ogura-An-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Ogura-An-copy.png
Oishi Sansai,Oishi-Sansai,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Oishi-Sansai-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Oishi-Sansai-copy.png
Otoro,Otoro,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Otoro-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Otoro-copy.png
PFVF034 Half Dried Cuttlefish A,PFVF034-Half-Dried-Cuttlefish-A,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/PFVF034-Half-Dried-Cuttlefish-A-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/PFVF034-Half-Dried-Cuttlefish-A-copy.png
PFVF043 Komoti Shishamo Fry,PFVF043-Komoti-Shishamo-Fry,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/PFVF043-Komoti-Shishamo-Fry-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/PFVF043-Komoti-Shishamo-Fry-copy.png
Ramen Menma 1,Ramen-Menma-1,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Ramen-Menma-1-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Ramen-Menma-1-copy.png
Ramen Menma,Ramen-Menma,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Ramen-Menma-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Ramen-Menma-copy.png
SFNF016 Super Sushi Ebi (Vannamei) NO TAIL,SFNF016-Super-Sushi-Ebi-(Vannamei)-NO-TAIL,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/SFNF016-Super-Sushi-Ebi-(Vannamei)-NO-TAIL-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/SFNF016-Super-Sushi-Ebi-(Vannamei)-NO-TAIL-copy.png
Saba Kabayaki,Saba-Kabayaki,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Saba-Kabayaki-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Saba-Kabayaki-copy.png
Sakura Ebi  1,Sakura-Ebi--1,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,100,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Sakura-Ebi--1-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Sakura-Ebi--1-copy.png
Sakurazuke,Sakurazuke,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Sakurazuke-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Sakurazuke-copy.png
Scallop,Scallop,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Scallop-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Scallop-copy.png
Seasoned Ginger RED 1,Seasoned-Ginger-RED-1,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Seasoned-Ginger-RED-1-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Seasoned-Ginger-RED-1-copy.png
Seasoned Ginger WHITE,Seasoned-Ginger-WHITE,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Seasoned-Ginger-WHITE-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Seasoned-Ginger-WHITE-copy.png
Seasoned Jelly Fish,Seasoned-Jelly-Fish,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,150,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Seasoned-Jelly-Fish-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Seasoned-Jelly-Fish-copy.png
Shiba Kappa,Shiba-Kappa,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Shiba-Kappa-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Shiba-Kappa-copy.png
Shibazuke,Shibazuke,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,300,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Shibazuke-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Shibazuke-copy.png
Shibukawa Kuri Kanro,Shibukawa-Kuri-Kanro,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.","Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.",publish,no,open,200,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Shibukawa-Kuri-Kanro-copy.png,http://demo.foodbusiness.co.th/wp-content/uploads/ebisu-prod-v1/Shibukawa-Kuri-Kanro-copy.png
